154	520
154	524
155	527
155	529
155	530
154	529
153	527
152	522
150	515
148	505
146	492
143	476
140	458
137	438
134	415
131	391
128	366
125	341
122	315
119	290
116	265
112	240
108	217
104	194
99	171
93	149
88	127
81	105
74	82
67	60
60	37
52	13
45	-10
37	-33
30	-56
23	-78
16	-99
9	-120
2	-140
-4	-158
-11	-176
-17	-193
-23	-209
-29	-225
-36	-240
-42	-256
-48	-271
-55	-286
-61	-302
-67	-317
-73	-333
-79	-348
-84	-363
-89	-378
-94	-391
-98	-405
-101	-417
-105	-429
-107	-440
-110	-451
-112	-461
-114	-470
-117	-480
-119	-489
-121	-498
-124	-506
-126	-513
-129	-520
-132	-525
-135	-529
-137	-531
-140	-530
-142	-527
-143	-522
-144	-514
-145	-504
-144	-491
-143	-476
-142	-459
-140	-441
-138	-422
-135	-402
-132	-381
-129	-360
-126	-339
-122	-319
-119	-298
-115	-278
-111	-258
-108	-238
-104	-219
-100	-199
-96	-179
-92	-159
-87	-139
-83	-118
-78	-97
-72	-76
-67	-55
-61	-33
-56	-10
-50	12
-44	34
-38	56
-33	78
-27	100
-22	120
-17	140
-12	158
-8	176
-3	192
1	208
5	222
10	235
14	248
18	260
23	272
28	284
32	296
37	308
42	321
47	334
52	347
56	361
61	374
65	388
69	402
73	415
76	428
80	441
83	453
87	464
90	474
94	484
98	493
102	502
106	509
110	517
115	524
119	531
123	538
127	545
130	552
133	559
136	565
138	570
139	574
140	577
140	578
140	577
139	573
138	566
136	555
134	542
132	525
129	505
126	482
123	457
119	430
116	401
111	371
107	341
102	311
96	280
91	251
85	222
79	194
72	166
66	140
59	115
52	90
46	66
39	43
32	20
25	-2
19	-24
12	-46
6	-66
-1	-87
-7	-106
-12	-125
-18	-144
-23	-161
-28	-179
-33	-195
-37	-211
-41	-227
-45	-243
-49	-258
-53	-274
-57	-290
-61	-306
-65	-322
-70	-339
-74	-356
-79	-374
-83	-391
-88	-409
-93	-427
-97	-446
-102	-464
